"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] PB_20x_pos_080921_037,[Mass] Plasma_01_20x_pos_080921_20,[Mass] Plasma_02_20x_pos_080921_22,[Mass] Plasma_03_20x_pos_080921_031,[Mass] Plasma_04_20x_pos_080921_025,[Mass] Plasma_05_20x_pos_080921_032,[Mass] Plasma_06_20x_pos_080921_028,[Mass] Plasma_07_20x_pos_080921_19,[Mass] Plasma_08_20x_pos_080921_033,[Mass] Plasma_09_20x_pos_080921_026,[Mass] Plasma_10_20x_pos_080921_21,[Mass] Plasma_11_20x_pos_080921_027,[Mass] Plasma_12_20x_pos_080921_034,[RT] PB_20x_pos_080921_037,[RT] Plasma_01_20x_pos_080921_20,[RT] Plasma_02_20x_pos_080921_22,[RT] Plasma_03_20x_pos_080921_031,[RT] Plasma_04_20x_pos_080921_025,[RT] Plasma_05_20x_pos_080921_032,[RT] Plasma_06_20x_pos_080921_028,[RT] Plasma_07_20x_pos_080921_19,[RT] Plasma_08_20x_pos_080921_033,[RT] Plasma_09_20x_pos_080921_026,[RT] Plasma_10_20x_pos_080921_21,[RT] Plasma_11_20x_pos_080921_027,[RT] Plasma_12_20x_pos_080921_034,[Height] PB_20x_pos_080921_037,[Height] Plasma_01_20x_pos_080921_20,[Height] Plasma_02_20x_pos_080921_22,[Height] Plasma_03_20x_pos_080921_031,[Height] Plasma_04_20x_pos_080921_025,[Height] Plasma_05_20x_pos_080921_032,[Height] Plasma_06_20x_pos_080921_028,[Height] Plasma_07_20x_pos_080921_19,[Height] Plasma_08_20x_pos_080921_033,[Height] Plasma_09_20x_pos_080921_026,[Height] Plasma_10_20x_pos_080921_21,[Height] Plasma_11_20x_pos_080921_027,[Height] Plasma_12_20x_pos_080921_034,[Score (MFE)] PB_20x_pos_080921_037,[Score (MFE)] Plasma_01_20x_pos_080921_20,[Score (MFE)] Plasma_02_20x_pos_080921_22,[Score (MFE)] Plasma_03_20x_pos_080921_031,[Score (MFE)] Plasma_04_20x_pos_080921_025,[Score (MFE)] Plasma_05_20x_pos_080921_032,[Score (MFE)] Plasma_06_20x_pos_080921_028,[Score (MFE)] Plasma_07_20x_pos_080921_19,[Score (MFE)] Plasma_08_20x_pos_080921_033,[Score (MFE)] Plasma_09_20x_pos_080921_026,[Score (MFE)] Plasma_10_20x_pos_080921_21,[Score (MFE)] Plasma_11_20x_pos_080921_027,[Score (MFE)] Plasma_12_20x_pos_080921_034,[Score (Tgt)] PB_20x_pos_080921_037,[Score (Tgt)] Plasma_01_20x_pos_080921_20,[Score (Tgt)] Plasma_02_20x_pos_080921_22,[Score (Tgt)] Plasma_03_20x_pos_080921_031,[Score (Tgt)] Plasma_04_20x_pos_080921_025,[Score (Tgt)] Plasma_05_20x_pos_080921_032,[Score (Tgt)] Plasma_06_20x_pos_080921_028,[Score (Tgt)] Plasma_07_20x_pos_080921_19,[Score (Tgt)] Plasma_08_20x_pos_080921_033,[Score (Tgt)] Plasma_09_20x_pos_080921_026,[Score (Tgt)] Plasma_10_20x_pos_080921_21,[Score (Tgt)] Plasma_11_20x_pos_080921_027,[Score (Tgt)] Plasma_12_20x_pos_080921_034,[Ions] PB_20x_pos_080921_037,[Ions] Plasma_01_20x_pos_080921_20,[Ions] Plasma_02_20x_pos_080921_22,[Ions] Plasma_03_20x_pos_080921_031,[Ions] Plasma_04_20x_pos_080921_025,[Ions] Plasma_05_20x_pos_080921_032,[Ions] Plasma_06_20x_pos_080921_028,[Ions] Plasma_07_20x_pos_080921_19,[Ions] Plasma_08_20x_pos_080921_033,[Ions] Plasma_09_20x_pos_080921_026,[Ions] Plasma_10_20x_pos_080921_21,[Ions] Plasma_11_20x_pos_080921_027,[Ions] Plasma_12_20x_pos_080921_034,
TG 16:0_16:0_16:0,C51 H98 O6,806.7366,0.35,0,14.37,0.010,153060,13,0,96.0,1.0,11,15,806.7365,806.7364,806.7367,806.7367,806.7369,806.7362,806.7367,806.7364,806.7364,806.7365,806.7373,806.7363,806.7365,14.363,14.368,14.367,14.368,14.366,14.365,14.373,14.366,14.369,14.368,14.370,14.370,14.367,49975,114906,171372,163887,234549,113676,113734,215203,154949,151059,202266,166855,137355,,,,,,,,,,,,,,92.61,95.56,95.37,95.47,95.52,96.01,94.13,95.89,94.85,95.19,94.47,95.25,95.72,11,12,15,14,11,13,13,14,15,13,15,14,13,
CE 20:5,C47 H74 O2,670.5688,2.29,0,13.07,0.047,313777,13,0,99.9,15.8,1,14,670.5637,670.5693,670.5690,670.5693,670.5692,670.5692,670.5694,670.5691,670.5692,670.5690,670.5694,670.5693,670.5690,13.111,13.073,13.067,13.067,13.071,13.064,13.073,13.072,13.068,13.067,13.069,13.069,13.072,2248,234413,339187,295627,406828,329844,293197,423292,288550,370381,432273,408901,254368,,,,,,,,,,,,,,45.22,99.54,99.76,99.58,99.79,99.33,99.59,99.87,99.42,99.75,99.53,99.79,98.08,1,14,13,12,13,13,13,12,11,14,13,12,14,
TG 18:2_20:4_22:6,C63 H98 O6,950.7365,0.27,0,12.43,0.008,273741,12,1,99.6,0.2,15,19,,950.7365,950.7364,950.7370,950.7368,950.7363,950.7366,950.7360,950.7366,950.7365,950.7367,950.7363,950.7364,,12.431,12.431,12.431,12.434,12.433,12.432,12.430,12.426,12.430,12.433,12.428,12.430,,202630,290501,177120,352547,424294,193564,318230,113038,294708,312365,288581,317325,,,,,,,,,,,,,,,99.42,99.46,99.18,99.31,99.58,99.34,99.34,98.95,99.38,99.28,99.01,99.39,,19,19,17,18,18,18,17,15,17,16,16,18,
PC 18:1_20:3,C46 H84 N O8 P,809.5929,0.33,0,7.73,0.087,266048,13,0,99.1,8.4,5,18,809.5925,809.5933,809.5932,809.5930,809.5929,809.5925,809.5932,809.5929,809.5931,809.5928,809.5926,809.5927,809.5930,7.812,7.739,7.732,7.733,7.730,7.747,7.739,7.725,7.729,7.733,7.728,7.729,7.738,4338,179201,360876,289927,423590,265793,218187,310890,163588,301352,347859,330839,262187,,,,,,,,,,,,,,68.95,97.84,97.37,97.37,97.41,99.06,98.14,96.81,96.73,97.73,97.10,97.03,98.29,5,16,16,17,16,18,15,18,17,15,18,15,14,
SM d34:2,C39 H77 N2 O6 P,700.5522,0.24,0,6.52,0.014,112804,12,1,99.9,0.9,9,11,,700.5521,700.5522,700.5524,700.5520,700.5521,700.5522,700.5522,700.5522,700.5523,700.5523,700.5526,700.5522,,6.529,6.522,6.517,6.519,6.514,6.516,6.520,6.524,6.528,6.523,6.518,6.521,,77874,138910,102378,163801,105641,83450,140879,75942,105510,125910,131218,102139,,,,,,,,,,,,,,,99.20,99.54,96.73,99.93,97.66,99.63,99.72,99.53,99.17,99.42,99.26,99.42,,11,11,9,10,10,11,11,9,9,10,10,9,
TG 18:2_18:2_20:5,C59 H96 O6,900.7209,0.30,0,12.44,0.033,205315,13,0,99.8,9.1,9,19,900.7211,900.7206,900.7208,900.7211,900.7210,900.7204,900.7210,900.7205,900.7208,900.7210,900.7213,900.7210,900.7206,12.464,12.437,12.436,12.431,12.434,12.433,12.437,12.436,12.437,12.436,12.433,12.439,12.436,4611,184631,325918,251107,382018,282525,195823,140293,75666,210172,231814,152312,232212,,,,,,,,,,,,,,67.71,99.49,99.78,99.31,99.81,99.73,99.56,99.68,98.97,99.66,99.52,99.52,99.82,9,15,14,17,19,16,16,14,12,18,18,13,14,
PC 16:1_22:6,C46 H78 N O8 P,803.5466,0.19,0,6.32,0.013,108923,12,1,99.8,1.1,8,13,,803.5466,803.5463,803.5465,803.5469,803.5467,803.5465,803.5466,803.5465,803.5463,803.5466,803.5465,803.5466,,6.317,6.321,6.316,6.319,6.308,6.315,6.313,6.317,6.316,6.317,6.312,6.315,,86597,78562,125859,139899,56238,95820,143233,88323,99330,177607,126978,88640,,,,,,,,,,,,,,,98.80,99.34,99.74,99.63,98.55,99.81,99.67,97.03,98.86,99.68,99.80,96.63,,10,8,10,9,10,10,12,10,11,11,13,9,
TG 54:2,C57 H106 O6,886.7990,0.32,0,14.50,0.006,309972,13,0,99.6,3.7,13,19,886.7986,886.7989,886.7988,886.7997,886.7989,886.7989,886.7988,886.7992,886.7991,886.7988,886.7992,886.7991,886.7990,14.504,14.502,14.507,14.502,14.506,14.505,14.507,14.505,14.504,14.502,14.504,14.504,14.501,59101,250109,300503,422089,503134,250218,167023,396638,242043,368085,428168,272070,370467,,,,,,,,,,,,,,86.28,99.16,99.02,98.40,99.29,95.55,99.65,98.66,97.33,99.52,99.56,98.36,96.69,13,15,18,15,16,16,14,17,18,18,19,19,17,
PC 14:0_18:2,C40 H76 N O8 P,729.5312,0.29,0,6.69,0.010,96826,12,1,99.7,0.7,8,12,,729.5312,729.5310,729.5312,729.5311,729.5313,729.5307,729.5314,729.5311,729.5315,729.5312,729.5312,729.5311,,6.691,6.695,6.684,6.692,6.693,6.695,6.693,6.691,6.689,6.691,6.691,6.694,,38078,79949,63182,121950,67607,62382,129700,59101,137482,154468,136584,111431,,,,,,,,,,,,,,,97.36,99.01,99.09,99.58,98.12,97.89,99.22,98.96,99.27,99.66,98.46,99.64,,10,11,11,10,9,8,12,11,9,11,8,10,
TG 56:3,C59 H108 O6,912.8143,0.28,0,14.50,0.005,163436,12,1,98.6,3.5,11,19,,912.8143,912.8144,912.8148,912.8143,912.8142,912.8138,912.8144,912.8144,912.8144,912.8146,912.8140,912.8140,,14.496,14.501,14.496,14.500,14.499,14.502,14.500,14.498,14.496,14.499,14.498,14.501,,118370,169349,181849,279789,104428,122174,207383,83044,185266,219727,136679,153183,,,,,,,,,,,,,,,92.43,89.76,95.04,97.35,97.58,98.33,96.78,94.57,96.43,98.01,98.61,88.88,,11,16,17,15,15,16,15,15,17,19,16,12,
TG 14:0_16:0_18:2,C51 H94 O6,802.7053,0.30,0,13.56,0.016,119961,12,1,99.5,1.3,7,12,,802.7051,802.7055,802.7049,802.7051,802.7051,802.7053,802.7050,802.7053,802.7053,802.7054,802.7056,802.7055,,13.564,13.563,13.558,13.556,13.566,13.570,13.557,13.553,13.558,13.561,13.560,13.563,,57550,81621,124067,156653,51263,41028,188182,79677,195762,217126,111589,135023,,,,,,,,,,,,,,,99.28,98.94,98.92,98.71,95.15,99.29,99.22,97.27,99.12,99.49,99.20,99.24,,9,11,9,8,7,11,11,12,9,9,10,10,
ACar 18:2,C25 H45 N O4,423.3350,0.98,0,1.96,0.063,63671,13,0,99.6,11.7,2,9,423.3337,423.3350,423.3353,423.3350,423.3350,423.3351,423.3352,423.3351,423.3352,423.3353,423.3352,423.3351,423.3350,2.018,1.959,1.960,1.959,1.957,1.958,1.959,1.955,1.960,1.958,1.955,1.961,1.959,3900,30339,41625,38041,50282,39801,27151,114834,62802,130821,80129,105583,102425,,,,,,,,,,,,,,58.40,99.27,98.29,97.79,99.12,97.65,97.70,99.25,98.92,99.56,99.31,99.38,98.11,2,6,4,5,6,7,7,7,7,7,6,9,7,
TG 18:2_22:6_22:6,C65 H98 O6,974.7363,0.27,0,12.17,0.077,232172,13,0,99.9,12.1,8,21,974.7358,974.7362,974.7368,974.7364,974.7360,974.7361,974.7362,974.7365,974.7363,974.7363,974.7360,974.7364,974.7365,12.235,12.163,12.168,12.163,12.166,12.165,12.170,12.168,12.158,12.168,12.165,12.165,12.162,2979,194594,320681,198232,341560,630732,229464,191968,65336,239181,231038,154116,218355,,,,,,,,,,,,,,57.70,99.53,99.73,99.52,99.52,99.89,99.82,99.63,98.84,99.54,99.86,99.31,99.49,8,17,15,21,16,18,18,18,15,17,16,15,17,
TG 18:0_18:1_20:4,C59 H104 O6,908.7819,1.61,0,14.35,0.066,159720,13,0,95.5,12.6,9,17,908.7806,908.7802,908.7818,908.7833,908.7836,908.7829,908.7831,908.7799,908.7836,908.7815,908.7803,908.7835,908.7806,14.352,14.334,14.300,14.346,14.305,14.292,14.351,14.349,14.358,14.351,14.342,14.353,14.356,24965,133466,198644,186435,300521,148842,102517,177389,118224,198573,206196,119619,160969,,,,,,,,,,,,,,60.76,71.45,95.48,86.26,74.52,80.97,86.27,68.18,88.65,79.92,74.84,67.86,73.13,9,15,17,12,11,14,12,14,15,16,16,12,15,
LPC 16:1/0:0,C24 H48 N O7 P,493.3171,0.26,0,1.64,0.007,58972,12,1,99.7,1.7,8,10,,493.3169,493.3173,493.3171,493.3172,493.3169,493.3170,493.3173,493.3171,493.3172,493.3171,493.3170,493.3172,,1.636,1.642,1.641,1.639,1.640,1.641,1.642,1.642,1.640,1.637,1.643,1.641,,36450,48818,57956,96839,42555,45245,75207,45460,57536,84658,70212,46737,,,,,,,,,,,,,,,97.38,98.60,98.98,99.40,97.59,99.73,99.08,99.22,99.31,99.07,93.58,97.56,,9,10,10,9,10,10,9,10,9,9,8,9,
TG 54:7,C57 H96 O6,876.7207,0.23,0,12.62,0.056,170363,13,0,99.8,7.3,10,18,876.7207,876.7205,876.7209,876.7209,876.7209,876.7209,876.7206,876.7205,876.7209,876.7207,876.7205,876.7207,876.7203,12.564,12.615,12.620,12.615,12.618,12.617,12.616,12.620,12.610,12.615,12.617,12.617,12.614,5075,141750,215681,328395,402048,98098,170161,139598,53508,184039,261631,93825,120915,,,,,,,,,,,,,,73.52,98.91,99.53,99.61,99.80,99.58,97.91,98.82,99.24,99.72,99.44,98.66,99.02,10,12,16,11,18,13,14,14,12,15,12,12,12,
TG 18:2_18:2_18:3,C57 H96 O6,876.7207,0.24,0,12.62,0.056,166954,13,0,99.8,7.5,10,18,876.7207,876.7205,876.7209,876.7209,876.7210,876.7209,876.7206,876.7205,876.7209,876.7207,876.7205,876.7207,876.7203,12.564,12.615,12.620,12.615,12.618,12.617,12.616,12.620,12.610,12.615,12.617,12.617,12.614,5075,141750,215681,328395,361391,98098,170161,139598,53508,184039,261924,89877,120915,,,,,,,,,,,,,,73.03,98.85,99.53,99.55,99.77,99.55,97.86,98.82,99.12,99.66,99.40,99.08,98.96,10,12,16,11,18,13,14,14,12,15,12,12,12,
CE 20:3,C47 H78 O2,674.6000,0.51,0,13.99,0.008,177825,12,1,99.8,2.6,10,15,,674.5995,674.5998,674.5999,674.6001,674.6005,674.5999,674.6000,674.6007,674.5999,674.6002,674.6001,674.5996,,13.983,13.987,13.988,13.986,13.985,13.988,13.987,13.984,13.988,13.985,13.990,13.982,,153137,145231,161061,237676,161397,172966,206680,177769,174020,207997,197588,138387,,,,,,,,,,,,,,,98.74,90.39,99.16,99.36,97.81,99.31,99.80,99.43,98.40,99.27,97.96,98.57,,14,10,14,15,10,12,15,11,12,13,11,12,
SM d36:1,C41 H83 N2 O6 P,730.5957,0.33,0,8.38,0.010,334822,12,1,92.1,2.4,10,14,,730.5958,730.5954,730.5956,730.5957,730.5959,730.5956,730.5956,730.5952,730.5956,730.5956,730.5959,730.5960,,8.375,8.374,8.375,8.371,8.377,8.381,8.378,8.376,8.380,8.375,8.371,8.374,,274239,525917,284845,472299,291646,255640,422963,304164,260785,335514,362085,227773,,,,,,,,,,,,,,,83.76,91.15,90.33,90.04,91.70,92.05,88.74,91.28,91.42,90.09,90.05,90.83,,11,13,11,12,13,13,10,12,13,11,13,14,
TG 16:0_16:0_16:1,C51 H96 O6,804.7209,0.26,0,14.04,0.076,109575,13,0,99.4,3.8,8,13,804.7210,804.7207,804.7207,804.7212,804.7208,804.7210,804.7205,804.7211,804.7208,804.7208,804.7207,804.7209,804.7212,14.117,14.055,14.043,14.055,14.042,14.041,14.044,14.048,14.045,14.044,14.041,14.046,14.043,29792,75370,108503,139803,153106,65004,64875,179623,122079,108664,172665,108804,96195,,,,,,,,,,,,,,85.54,98.14,98.56,99.39,98.84,98.15,96.17,99.21,99.00,98.39,98.79,98.91,98.58,9,8,9,12,10,10,10,13,12,12,11,11,10,
TG 52:1,C55 H104 O6,860.7833,0.43,0,14.51,0.012,268741,13,0,99.7,1.2,13,18,860.7823,860.7836,860.7828,860.7836,860.7834,860.7835,860.7832,860.7837,860.7833,860.7836,860.7832,860.7833,860.7834,14.504,14.513,14.512,14.513,14.511,14.510,14.513,14.511,14.509,14.513,14.515,14.509,14.512,91007,165606,286528,327412,472995,214984,193094,339197,187271,344427,330572,265050,275503,,,,,,,,,,,,,,96.62,99.47,97.33,98.89,97.55,98.85,96.54,99.21,96.82,99.66,99.57,98.02,99.32,13,16,15,17,15,16,14,16,16,18,16,16,16,
TG 18:2_20:5_20:5,C61 H94 O6,922.7052,0.21,0,11.73,0.014,235182,12,1,98.6,1.3,15,19,,922.7047,922.7051,922.7052,922.7052,922.7053,922.7050,922.7051,922.7052,922.7052,922.7055,922.7053,922.7051,,11.723,11.733,11.733,11.736,11.735,11.734,11.733,11.728,11.733,11.735,11.730,11.733,,135074,329603,189911,280669,453051,227137,207358,85646,216179,277554,204525,215487,,,,,,,,,,,,,,,96.59,98.53,98.25,98.54,98.64,98.26,97.89,94.29,98.34,98.55,97.98,98.17,,16,15,17,17,16,15,19,17,18,16,15,17,
PC 17:0_18:1,C43 H84 N O8 P,773.5942,0.77,0,8.90,0.086,87977,13,0,99.4,7.6,5,17,773.5924,773.5945,773.5947,773.5938,773.5943,773.5946,773.5941,773.5939,773.5941,773.5944,773.5945,773.5945,773.5944,8.842,8.922,8.910,8.910,8.890,8.890,8.917,8.903,8.928,8.882,8.899,8.890,8.910,2293,55610,105727,81233,128958,83271,68944,115866,58736,123016,122402,129399,68250,,,,,,,,,,,,,,71.51,92.83,95.83,92.56,98.61,96.74,92.74,97.32,92.36,99.36,97.19,98.40,95.22,5,13,16,12,17,13,11,14,11,16,13,16,13,
PC 16:1_20:4,C44 H78 N O8 P,779.5468,0.30,0,6.58,0.010,80203,12,1,99.8,1.5,10,13,,779.5469,779.5469,779.5470,779.5467,779.5469,779.5468,779.5464,779.5470,779.5466,779.5473,779.5467,779.5466,,6.579,6.589,6.578,6.581,6.581,6.583,6.581,6.579,6.583,6.585,6.585,6.588,,62515,61683,87482,136715,36498,68548,102047,68627,81108,106900,95875,54439,,,,,,,,,,,,,,,99.67,98.61,99.00,99.56,98.66,99.34,99.49,94.93,99.41,99.11,99.75,96.36,,11,10,10,10,10,13,12,10,10,11,12,12,
SM d33:1,C38 H77 N2 O6 P,688.5523,0.23,0,6.93,0.015,83256,13,0,99.7,13.1,3,11,688.5525,688.5524,688.5523,688.5523,688.5523,688.5524,688.5522,688.5522,688.5520,688.5524,688.5522,688.5519,688.5523,6.944,6.930,6.929,6.935,6.932,6.933,6.929,6.933,6.931,6.929,6.936,6.931,6.935,10131,57455,117130,71013,115043,92151,82677,107592,70728,80054,96640,106123,75593,,,,,,,,,,,,,,53.92,96.92,99.35,99.59,99.70,99.40,98.75,99.10,99.23,98.72,99.48,99.72,99.13,3,8,10,10,11,10,10,10,10,11,11,9,8,
PC 16:0_17:1,C41 H80 N O8 P,745.5626,0.76,0,8.01,0.050,171508,13,0,89.3,1.3,5,15,745.5609,745.5623,745.5629,745.5622,745.5629,745.5629,745.5630,745.5626,745.5625,745.5628,745.5627,745.5629,745.5630,7.968,8.018,8.006,8.012,8.014,8.014,8.012,8.015,8.019,8.012,8.012,8.014,8.017,3656,130910,193611,184998,256098,124244,114715,246181,158694,203137,243401,230340,139625,,,,,,,,,,,,,,86.30,85.78,89.26,88.01,88.04,86.87,88.20,87.55,86.71,88.73,88.51,88.00,86.01,5,12,13,13,15,12,12,14,12,13,13,14,15,
PC 20:0_20:4,C48 H88 N O8 P,837.6249,0.59,0,9.29,0.064,75714,13,0,99.4,12.0,5,13,837.6237,837.6246,837.6247,837.6249,837.6250,837.6252,837.6255,837.6254,837.6251,837.6250,837.6248,837.6257,837.6248,9.353,9.290,9.295,9.290,9.297,9.297,9.291,9.293,9.290,9.295,9.290,9.297,9.301,4488,74927,78192,75966,141338,64210,70319,83690,46155,90927,111600,84004,58477,,,,,,,,,,,,,,56.47,96.48,92.73,93.19,97.89,99.40,97.11,96.92,96.58,96.33,98.42,95.26,94.47,5,10,12,9,11,10,13,11,11,9,11,12,10,
PC 17:0_22:6,C47 H82 N O8 P,819.5782,0.89,0,7.63,0.055,85828,13,0,99.5,11.4,4,18,819.5797,819.5779,819.5774,819.5776,819.5778,819.5789,819.5780,819.5780,819.5795,819.5777,819.5786,819.5778,819.5780,7.579,7.633,7.626,7.633,7.618,7.630,7.627,7.630,7.634,7.627,7.627,7.617,7.632,2087,83338,87484,92990,112301,100701,90461,95458,82056,119971,92259,74058,82606,,,,,,,,,,,,,,59.78,99.53,99.42,99.33,99.00,98.49,99.25,99.46,98.98,99.41,99.18,99.10,97.89,4,15,13,15,13,17,14,17,15,18,18,16,12,
LPC 20:0/0:0,C28 H58 N O7 P,551.3954,0.33,0,4.37,0.005,86495,12,1,99.4,0.4,7,11,,551.3958,551.3951,551.3955,551.3953,551.3954,551.3953,551.3952,551.3956,551.3955,551.3954,551.3954,551.3954,,4.369,4.369,4.369,4.367,4.368,4.366,4.366,4.364,4.369,4.366,4.365,4.366,,52741,84729,72839,137633,81686,70557,109939,36341,89607,123504,121154,57219,,,,,,,,,,,,,,,98.63,99.40,98.57,99.02,98.79,98.39,98.43,98.50,98.59,98.42,97.81,99.17,,9,8,9,7,9,10,9,7,9,11,10,8,
SM d40:2,C45 H89 N2 O6 P,784.6429,0.55,0,9.32,0.044,578272,13,0,97.2,8.8,4,14,784.6440,784.6428,784.6426,784.6427,784.6429,784.6429,784.6432,784.6429,784.6429,784.6421,784.6427,784.6428,784.6426,9.281,9.324,9.323,9.323,9.320,9.319,9.318,9.321,9.318,9.322,9.323,9.325,9.323,4263,402475,730737,507562,897174,563299,402841,776313,357373,738099,869444,772752,495209,,,,,,,,,,,,,,66.52,96.25,96.45,96.63,96.34,97.22,96.87,94.63,95.72,96.45,96.43,96.04,96.31,4,12,14,13,11,13,14,12,12,14,12,13,11,
TG 60:11,C63 H100 O6,952.7521,0.27,0,12.97,0.038,134640,13,0,99.5,10.0,7,20,952.7525,952.7520,952.7519,952.7524,952.7524,952.7519,952.7523,952.7518,952.7518,952.7521,952.7519,952.7522,952.7525,12.993,12.967,12.955,12.972,12.970,12.963,12.962,12.966,12.967,12.966,12.969,12.958,12.960,2385,101336,149514,87355,228735,218179,93582,172784,59675,164960,179842,148811,143175,,,,,,,,,,,,,,64.12,96.77,97.46,94.31,98.59,98.29,99.35,99.55,97.66,99.35,98.08,99.32,98.45,7,17,15,14,18,20,17,15,14,17,20,18,16,
SM d38:1,C43 H87 N2 O6 P,758.6281,1.13,0,9.34,0.174,102655,13,0,99.8,16.5,3,15,758.6306,758.6275,758.6281,758.6280,758.6279,758.6286,758.6282,758.6281,758.6268,758.6278,758.6279,758.6280,758.6283,9.476,9.318,9.334,9.323,9.314,9.347,9.363,9.338,9.302,9.311,9.346,9.336,9.373,153365,66573,122599,84561,149863,95691,66993,118502,73382,92829,118666,108549,82948,,,,,,,,,,,,,,48.84,90.85,94.97,92.22,90.04,92.82,98.90,95.48,66.23,87.76,96.54,95.25,99.75,3,11,15,11,14,9,11,12,11,10,12,11,11,
TG 16:0_16:0_18:0,C53 H102 O6,834.7674,0.37,0,14.52,0.014,90421,13,0,99.2,3.1,10,18,834.7669,834.7677,834.7675,834.7680,834.7672,834.7670,834.7676,834.7675,834.7670,834.7675,834.7673,834.7674,834.7675,14.515,14.524,14.529,14.524,14.528,14.521,14.524,14.528,14.526,14.524,14.526,14.526,14.524,80029,93507,108915,67194,138821,104173,52501,113441,71008,108417,70116,71857,95506,,,,,,,,,,,,,,93.87,88.27,97.25,97.66,96.60,98.86,98.70,97.40,99.16,99.10,98.67,97.87,96.74,10,13,13,18,14,15,14,13,16,15,16,14,14,
PC 19:0_20:4,C47 H86 N O8 P,823.6095,0.32,0,8.85,0.011,64164,12,1,99.2,0.5,11,15,,823.6095,823.6093,823.6096,823.6095,823.6095,823.6096,823.6090,823.6090,823.6099,823.6096,823.6094,823.6098,,8.850,8.854,8.854,8.851,8.851,8.850,8.858,8.850,8.854,8.860,8.851,8.860,,44681,62452,62966,97402,58159,58414,72287,54076,72222,70265,60508,56549,,,,,,,,,,,,,,,98.66,99.22,98.34,99.23,98.39,99.20,98.47,98.54,99.14,98.24,99.21,97.55,,13,11,14,14,12,13,13,11,15,14,14,13,
PC 20:4_22:6,C50 H80 N O8 P,853.5624,0.26,0,6.26,0.010,72115,12,1,99.8,1.8,6,13,,853.5622,853.5623,853.5626,853.5624,853.5624,853.5620,853.5622,853.5626,853.5623,853.5621,853.5624,853.5628,,6.261,6.254,6.255,6.257,6.258,6.253,6.263,6.256,6.260,6.256,6.256,6.259,,69257,46437,86035,120352,54577,66970,85921,45364,79119,98868,71866,40615,,,,,,,,,,,,,,,97.54,94.75,97.19,99.24,99.48,99.34,98.90,94.82,99.78,99.55,99.57,98.31,,6,11,11,11,10,11,8,13,11,11,11,9,
TG 54:1,C57 H108 O6,888.8143,0.57,0,14.62,0.071,118115,13,0,98.3,5.3,13,19,888.8140,888.8153,888.8140,888.8139,888.8144,888.8153,888.8135,888.8143,888.8144,888.8144,888.8141,888.8140,888.8145,14.605,14.614,14.618,14.619,14.617,14.616,14.624,14.617,14.554,14.619,14.616,14.621,14.619,71470,64379,151631,128716,210256,118073,66064,48150,120742,154041,134169,144548,123262,,,,,,,,,,,,,,90.63,88.19,96.32,98.31,97.70,94.97,86.39,97.56,82.74,96.15,95.91,96.08,96.01,15,13,16,19,14,17,16,15,14,15,15,16,13,
TG 18:1_20:4_22:6,C63 H100 O6,952.7520,0.35,0,12.97,0.038,130851,13,0,99.6,9.8,7,18,952.7525,952.7523,952.7515,952.7518,952.7524,952.7519,952.7522,952.7518,952.7518,952.7521,952.7516,952.7522,952.7525,12.993,12.967,12.955,12.972,12.970,12.963,12.962,12.966,12.967,12.966,12.969,12.958,12.960,2121,105021,139258,98436,228735,187829,83684,172784,59675,165050,165172,148811,144493,,,,,,,,,,,,,,64.80,97.91,97.36,93.73,98.73,99.21,98.97,99.60,97.73,99.41,99.11,99.16,98.24,7,14,16,18,18,16,17,15,14,17,17,18,16,
LPC 20:3/0:0,C28 H52 N O7 P,545.3482,1.98,0,2.22,0.065,52918,13,0,99.8,16.4,3,9,545.3447,545.3485,545.3488,545.3485,545.3481,545.3488,545.3481,545.3485,545.3485,545.3487,545.3485,545.3484,545.3484,2.158,2.221,2.216,2.221,2.219,2.220,2.221,2.223,2.222,2.220,2.223,2.223,2.222,2592,69127,36882,79172,168676,57890,51744,47024,27806,30736,51424,44150,20713,,,,,,,,,,,,,,42.86,99.69,98.83,98.41,99.84,96.91,99.61,99.14,99.23,98.87,99.27,98.00,97.47,3,9,8,8,8,6,9,8,7,6,8,9,8,
TG 62:13,C65 H100 O6,976.7521,1.02,0,12.71,0.028,118315,13,0,99.5,9.6,8,19,976.7552,976.7517,976.7522,976.7524,976.7524,976.7518,976.7518,976.7515,976.7521,976.7518,976.7515,976.7511,976.7522,12.737,12.710,12.710,12.715,12.719,12.712,12.716,12.715,12.716,12.715,12.712,12.712,12.709,3028,97348,142920,106396,183195,290509,91372,114434,43687,123660,132841,94389,114323,,,,,,,,,,,,,,65.17,97.39,98.97,94.66,98.30,99.48,97.55,99.36,95.00,98.57,94.42,98.66,97.91,8,18,18,17,17,19,14,16,14,16,17,15,15,
